81,588
70,551
76,319
99,448
79,546
84,300
97,509
72,344
78,357
98,572
93,425
70,559
81,409
72,380
72,403
82,538
84,414
77,561
81,506
81,502
80,533
75,430
78,353
83,503
94,538
75,360
94,579
70,384
79,503
78,301
94,578
92,385
97,362
73,322
73,378
92,507
79,568
89,563
76,540
98,539
79,570
77,483
80,305
84,346
84,450
71,435
99,448
98,438
92,479
87,597
78,364
84,535
74,421
88,545
93,501
74,364
74,499
98,382
96,514
92,427
76,526
82,314
74,343
85,401
73,563
70,511
92,474
73,370
82,403
95,545
71,387
81,354
89,389
93,474
82,429
81,578
71,386
75,512
85,514
92,373
78,376
98,405
72,578
86,566
88,309
81,556
86,437
73,324
74,522
87,489
80,458
75,475
99,494
79,490
87,569
70,520
71,319
70,573
80,586
76,591
70,469
82,469
90,527
94,329
70,573
75,538
78,544
96,464
72,596
77,566
71,457
82,452
90,338
87,576
89,511
85,549
98,378
77,410
88,348
81,595
92,303
73,358
72,520
84,565
98,428
80,549
94,538
75,304
96,370
84,511
73,517
72,564
71,320
71,324
81,506
99,595
82,565
90,447
84,596
94,358
88,520
82,432
87,549
96,439
70,312
80,515
71,343
90,499
73,517
94,374
71,509
79,495
72,590
73,454
86,411
84,342
94,581
93,549
85,306
73,521
95,471
80,494
92,343
94,519
93,357
88,493
86,584
76,543
73,412
97,539
92,585
95,540
84,518
79,300
80,364
89,324
88,321
75,484
92,408
98,573
93,361
92,375
92,508
89,400
99,304
88,311
84,335
85,481
92,343
74,562
70,461
95,354
87,346
92,598
73,511
73,350
89,379
82,321
98,404
72,398
77,344
79,343
99,380
73,524
74,520
95,561
94,317
91,325
85,475
92,341
76,457
86,475
79,545
94,473
74,533
88,319
73,336
99,464
72,565
76,336
84,433
70,564
90,319
87,537
96,419
83,546
97,379
76,467
77,530
78,487
78,408
77,479
92,314
99,532
97,435
78,358
93,590
75,319
79,503
70,447
77,579
83,434
86,448
95,370
85,386
70,411
87,595
78,421
88,386
79,401
99,587
87,313
89,395
84,508
99,317
70,447
77,596
72,399
83,493
94,427
72,472
81,461
95,467
97,559
94,407
71,482
82,373
92,470
85,352
99,419
99,428
75,531
79,593
72,440
88,573
81,425
79,510
98,380
94,475
85,309
71,302
96,599
80,461
86,409
83,373
97,519
82,475
86,474
73,387
72,419
96,403
80,456
73,423
75,316
70,426
76,458
86,304
86,409
93,318
87,300
71,548
83,318
73,498
87,518
94,335
98,316
85,360
83,407
96,322
72,487
72,337
99,460
74,421
99,499
84,490
97,551
99,476
96,340
88,563
77,528
96,479
74,311
79,416
87,552
74,300
87,417
90,571
97,564
82,527
85,338
96,401
74,435
95,375
78,473
95,307
76,317
78,593
87,501
71,338
84,582
85,598
95,338
79,320
91,541
86,370
72,438
76,485
96,466
99,472
80,387
81,362
99,393
95,567
84,319
90,405
90,400
76,365
75,573
93,472
87,326
80,338
87,588
80,328
97,572
89,328
72,402
76,593
78,588
81,537
73,439
94,502
71,501
84,578
90,301
94,573
76,520
95,339
87,533
97,547
82,528
97,322
85,406
77,360
92,459
87,520
89,492
73,360
74,567
75,589
79,571
87,402
86,463
92,596
78,339
76,448
97,416
82,309
85,545
71,376
93,523
97,403
90,503
70,525
92,501
97,472
75,530
92,401
75,516
95,588
77,552
96,407
84,437
70,357
71,350
92,337
88,453
74,423
97,588
74,538
70,343
90,572
82,404
80,421
74,519
79,409
87,537
98,482
74,476
92,417
97,500
96,320
99,410
94,347
70,596
83,540
71,541
84,548
90,364
73,580
89,322
90,519
83,560
73,571
82,596
98,450
94,483
90,361
77,463
97,535
96,437
99,546
78,311
89,500
84,403
86,581
90,356
80,318
72,385
93,465
99,359
70,333
98,384
97,538
81,392
76,367
75,490
94,344
79,335
70,335
96,349
77,392
91,597
71,344
78,422
89,502
87,501
94,317
72,582
75,325
87,540
74,582
99,332
91,356
82,586
85,504
86,529
92,545
78,447
92,321
97,423
73,456
73,302
76,499
73,312
97,376
82,581
87,570
90,566
81,464
73,584
96,508
97,582
98,369
86,566
75,306
80,527
70,400
91,324
91,498
87,413
94,353
88,554
99,398
89,326
77,454
99,487
96,358
70,533
70,392
84,495
74,443
92,409
82,518
91,473
82,316
99,484
91,561
97,564
78,514
77,490
81,539
89,311
94,537
70,528
81,433
89,472
85,358
82,377
92,435
99,330
72,309
91,399
73,439
94,306
93,389
77,543
70,351
87,537
82,540
85,565
74,545
93,471
96,455
95,347
91,330
86,553
78,568
72,358
72,403
99,378
80,595
72,503
96,505
88,539
98,432
77,434
91,459
80,354
74,403
72,430
96,345
97,594
70,344
85,471
77,513
96,425
88,372
85,409
96,384
88,362
81,457
95,508
73,427
75,442
90,531
70,551
90,524
85,403
76,321
91,430
77,552
92,461
81,455
94,580
84,474
81,499
96,400
86,564
98,504
92,576
74,517
71,597
78,596
89,323
96,367
79,442
80,597
70,529
88,462
93,307
97,338
77,475
75,456
94,335
99,427
97,427
94,372
82,571
73,595
72,595
87,429
98,375
86,325
70,379
76,444
79,455
73,471
76,553
91,339
85,343
86,393
74,398
82,313
90,460
95,342
94,533
79,536
83,399
74,529
93,456
82,404
77,488
71,518
88,311
93,593
72,366
74,554
89,492
97,524
90,557
82,437
91,595
76,545
81,338
86,313
85,585
72,574
90,512
77,569
93,594
89,309
96,380
73,341
77,416
89,381
94,595
89,456
82,448
93,393
79,596
97,496
87,596
83,416
95,383
93,307
86,424
70,554
79,335
88,453
91,504
72,405
92,597
71,498
79,511
85,505
86,340
85,371
76,466
96,505
94,515
95,595
87,585
97,400
93,565
71,344
88,355
75,467
78,518
80,318
86,551
72,367
80,559
75,301
79,445
82,310
70,477
91,509
81,327
99,329
96,306
86,361
77,413
78,447
86,345
78,534
93,315
97,365
98,585
71,526
85,358
97,543
97,444
97,436
77,538
72,555
72,512
82,337
73,314
76,419
92,553
85,563
99,305
73,439
71,502
87,538
86,538
97,530
95,381
72,303
74,365
93,339
